EEG,Heart,Pressure,Label
165,79,143,C
152,74,142,C
158,82,100,B
184,90,112,B
192,81,118,B
185,72,162,C
240,73,117,A
248,78,113,A
180,84,104,B
168,83,105,B
157,78,164,C
277,78,118,A
295,74,135,A
198,77,140,C
176,87,102,B
193,87,125,B
176,83,137,B
189,76,145,C
214,71,140,A
158,80,125,B
183,78,147,C
251,78,109,A
269,76,113,A
154,83,132,B
162,88,137,B
200,72,154,C
239,75,110,A
277,74,107,A
296,70,112,A
289,80,122,A
150,80,102,B
193,84,112,B
197,80,146,C
272,79,124,A
190,73,170,C
266,80,132,A
192,85,140,B
161,75,163,C
179,77,169,C
150,77,143,C
182,80,100,B
172,87,104,B
166,71,141,C
241,75,134,A
234,74,126,A
267,72,140,A
252,79,138,A
151,89,140,B
156,75,161,C
184,70,148,C
155,70,162,C
293,74,129,A
227,77,119,A
185,82,108,B
194,76,168,C
185,79,141,C
184,71,161,C
151,81,113,B
160,78,167,C
161,79,164,C
292,73,109,A
241,79,111,A
251,74,136,A
252,79,132,A
195,80,114,B
154,82,114,B
170,75,160,C
155,80,148,C
191,80,113,B
159,84,116,B
177,79,140,C
159,73,167,C
186,90,130,B
154,82,116,B
184,76,152,C
175,89,112,B
172,82,102,B
193,72,149,C
176,78,151,C
155,82,115,B
175,88,135,B
270,72,127,A
281,70,127,A
190,70,155,C
200,72,154,C
173,86,117,B
159,80,122,B
174,80,137,B
170,78,169,C
260,80,122,A
178,87,101,B
154,76,156,C
200,79,152,C
177,79,164,C
296,71,121,A
291,79,120,A
195,80,168,C
172,78,151,C
156,74,155,C
188,76,140,C
158,85,119,B
161,86,130,B
174,74,159,C
197,79,147,C
282,70,121,A
235,73,124,A
189,89,118,B
168,72,156,C
195,85,109,B
173,79,164,C
167,77,149,C
180,70,162,C
186,75,151,C
255,74,127,A
274,79,134,A
281,79,126,A
245,72,109,A
163,87,122,B
178,81,125,B
169,71,146,C
234,72,117,A
163,84,132,B
168,70,147,C
189,75,167,C
150,77,164,C
299,74,125,A
291,73,120,A
194,79,152,C
154,78,159,C
193,78,157,C
164,73,150,C
177,89,135,B
167,83,119,B
179,75,165,C
193,79,150,C
192,80,162,C
251,74,130,A
192,90,129,B
153,88,139,B
164,88,131,B
173,70,146,C
158,80,161,C
177,80,143,C
190,74,151,C
297,77,137,A
295,74,102,A
164,80,100,B
163,86,125,B
157,85,105,B
190,78,158,C
234,72,129,A
278,76,139,A
289,74,120,A
200,85,114,B
197,70,145,C
192,77,168,C
185,72,155,C
279,72,101,A
151,88,117,B
183,72,161,C
208,74,110,A
199,87,133,B
159,82,129,B
186,78,144,C
152,81,126,B
198,87,134,B
183,72,165,C
196,78,149,C
153,74,169,C
189,84,130,B
286,73,106,A
165,89,134,B
151,86,107,B
167,73,165,C
201,77,139,A
223,77,138,A
177,77,141,C
195,78,168,C
156,78,141,C
264,78,134,A
246,78,111,A
228,74,138,A
166,75,145,C
281,72,140,A
176,81,118,B
159,74,158,C
192,72,166,C
160,73,152,C
150,73,140,C
199,80,164,C
207,70,110,A
267,79,119,A
187,71,163,C
199,79,150,C
296,74,132,A
186,83,125,B
152,89,111,B
208,70,124,A
263,72,107,A
261,78,136,A
221,72,111,A
251,78,131,A
170,85,132,B
177,89,135,B
154,82,108,B
251,80,109,A
167,83,138,B
174,81,115,B
166,83,114,B
198,86,127,B
192,90,106,B
216,76,108,A
227,70,109,A
264,78,134,A
236,77,131,A
167,80,135,B
173,80,156,C
202,72,139,A
179,80,101,B
167,88,120,B
200,80,125,B
153,71,147,C
174,74,146,C
163,89,113,B
172,86,113,B
150,80,146,C
184,77,146,C
159,73,157,C
164,80,165,C
187,70,170,C
266,71,125,A
261,70,119,A
168,82,130,B
155,89,134,B
176,71,162,C
150,78,165,C
250,73,106,A
249,78,134,A
190,87,125,B
195,78,165,C
166,77,156,C
154,74,166,C
160,74,165,C
196,78,141,C
200,80,162,C
191,80,152,C
189,76,140,C
169,83,104,B
183,81,106,B
164,75,144,C
160,79,160,C
299,76,104,A
288,74,131,A
155,80,150,C
178,76,156,C
174,84,130,B
190,82,131,B
183,81,131,B
157,80,162,C
195,77,170,C
192,82,132,B
173,84,102,B
150,76,146,C
190,75,157,C
171,71,161,C
221,76,107,A
188,76,157,C
170,74,143,C
244,72,102,A
177,81,135,B
200,90,117,B
163,87,132,B
160,75,140,C
156,71,148,C
188,79,141,C
212,79,123,A
170,83,119,B
194,73,166,C
199,79,148,C
224,76,116,A
244,79,105,A
181,84,105,B
160,80,141,C
198,73,156,C
195,76,142,C
180,73,143,C
291,70,135,A
253,70,102,A
167,87,103,B
184,83,110,B
151,82,123,B
182,70,147,C
179,76,152,C
186,72,152,C
266,76,103,A
186,81,107,B
161,77,161,C
194,78,161,C
178,79,140,C
214,70,118,A
163,87,107,B
178,86,134,B
173,87,125,B
181,83,119,B
162,75,155,C
199,78,140,C
279,71,114,A
212,79,126,A
160,84,116,B
182,78,163,C
169,74,149,C
225,72,126,A
235,78,135,A
174,84,137,B
190,74,151,C
169,74,170,C
189,72,142,C
155,75,140,C
196,75,164,C
297,74,112,A
200,71,104,A
253,79,135,A
177,72,148,C
210,70,123,A
245,72,105,A
180,90,129,B
200,81,113,B
294,80,114,A
219,77,127,A
172,90,102,B
158,85,113,B
180,81,116,B
181,82,103,B
172,86,118,B
159,72,146,C
284,75,124,A
217,73,126,A
275,76,133,A
187,81,123,B
258,73,129,A
273,73,116,A
231,76,109,A
190,85,115,B
180,76,160,C
173,79,169,C
259,73,122,A
289,76,138,A
208,73,121,A
189,82,137,B
151,75,157,C
164,72,149,C
192,78,169,C
247,80,113,A
210,75,117,A
275,79,134,A
170,74,148,C
181,77,166,C
177,76,147,C
170,90,139,B
295,75,130,A
206,73,130,A
191,71,146,C
181,80,149,C
161,73,141,C
180,77,148,C
212,72,116,A
169,81,114,B
186,72,144,C
196,79,158,C
188,78,159,C
220,79,114,A
198,85,115,B
153,75,150,C
173,77,145,C
189,72,150,C
265,70,139,A
170,86,113,B
153,71,157,C
193,77,149,C
297,71,109,A
219,77,100,A
252,79,120,A
282,79,106,A
188,86,137,B
200,85,101,B
155,87,105,B
150,87,134,B
176,76,149,C
158,79,148,C
173,71,143,C
168,79,144,C
182,73,159,C
237,74,108,A
189,86,139,B
194,77,163,C
213,78,134,A
164,87,128,B
199,72,141,C
207,77,125,A
151,71,163,C
277,78,108,A
225,75,127,A
237,74,124,A
195,86,107,B
183,81,135,B
177,78,167,C
170,71,142,C
161,87,104,B
193,81,136,B
176,82,111,B
181,71,143,C
182,76,169,C
191,71,148,C
159,80,155,C
157,71,143,C
183,73,159,C
215,75,117,A
204,79,105,A
240,76,101,A
279,71,137,A
193,76,159,C
156,70,147,C
242,77,104,A
249,72,104,A
153,72,144,C
239,71,131,A
176,79,170,C
163,73,167,C
159,74,169,C
283,80,118,A
200,90,128,B
154,78,148,C
209,71,120,A
230,76,125,A
185,86,122,B
173,88,102,B
174,71,166,C
175,77,147,C
159,76,145,C
274,72,119,A
252,70,122,A
184,86,116,B
180,82,116,B
170,79,164,C
153,77,165,C
151,79,141,C
170,76,156,C
157,71,142,C
188,78,141,C
236,79,126,A
228,70,127,A
266,72,122,A
185,85,113,B
197,72,144,C
227,73,137,A
204,70,109,A
297,80,110,A
161,86,132,B
174,74,165,C
183,75,150,C
267,70,128,A
185,82,130,B
179,81,132,B
200,87,133,B
157,77,140,C
175,80,168,C
201,73,109,A
163,70,163,C
173,72,157,C
188,74,162,C
165,77,166,C
182,79,145,C
162,83,107,B
269,73,103,A
196,85,125,B
158,85,133,B
196,78,143,C
150,79,149,C
164,75,142,C
186,74,161,C
244,70,120,A
161,73,151,C
283,78,120,A
160,89,101,B
196,83,121,B
169,77,145,C
193,77,140,C
194,73,150,C
294,78,113,A
274,70,102,A
254,78,105,A
161,87,139,B
161,84,126,B
172,77,143,C
159,80,161,C
222,78,132,A
289,70,127,A
198,90,120,B
154,83,134,B
159,73,155,C
159,73,157,C
170,75,145,C
283,74,134,A
285,75,128,A
183,89,136,B
151,79,162,C
176,72,151,C
237,76,123,A
228,80,124,A
299,75,104,A
256,72,100,A
170,89,112,B
186,85,110,B
178,85,137,B
193,79,155,C
191,75,155,C
214,75,119,A
288,74,134,A
296,79,119,A
195,89,125,B
191,90,117,B
186,81,104,B
190,85,107,B
161,79,160,C
177,76,165,C
247,70,136,A
196,84,118,B
165,70,168,C
209,71,125,A
241,79,114,A
175,87,110,B
193,80,114,B
197,74,152,C
173,73,170,C
170,73,163,C
192,79,167,C
174,77,144,C
191,76,161,C
166,72,170,C
218,79,106,A
187,77,149,C
174,79,151,C
198,80,152,C
174,85,124,B
175,71,155,C
171,89,129,B
150,89,107,B
155,88,115,B
182,84,133,B
161,73,152,C
191,75,166,C
152,73,155,C
170,72,163,C
170,74,165,C
281,75,136,A
194,81,136,B
228,79,105,A
166,90,104,B
185,86,132,B
161,70,147,C
153,72,157,C
293,72,103,A
156,80,147,C
166,73,167,C
152,71,158,C
158,70,157,C
179,74,153,C
169,76,157,C
174,87,128,B
155,73,140,C
259,72,113,A
175,87,117,B
156,75,163,C
171,79,161,C
188,74,146,C
174,74,163,C
161,90,109,B
151,79,147,C
289,80,139,A
273,75,129,A
156,80,145,C
163,83,104,B
199,70,151,C
186,71,160,C
158,77,167,C
167,86,128,B
180,90,123,B
192,75,153,C
191,78,154,C
241,80,129,A
153,82,135,B
199,78,159,C
175,78,168,C
159,73,154,C
186,77,152,C
184,72,140,C
160,75,144,C
267,73,103,A
168,83,106,B
194,80,163,C
186,74,167,C
240,76,106,A
166,86,137,B
150,86,116,B
174,89,107,B
155,76,152,C
209,72,140,A
232,79,106,A
211,76,133,A
260,77,124,A
192,84,110,B
152,75,142,C
154,76,141,C
152,72,145,C
160,90,132,B
157,80,139,B
173,71,153,C
166,74,150,C
177,70,162,C
275,78,112,A
199,90,123,B
164,80,170,C
202,79,123,A
180,90,102,B
190,79,167,C
158,75,146,C
165,76,164,C
208,72,119,A
151,84,139,B
192,80,100,B
195,89,117,B
198,87,110,B
156,85,108,B
207,70,111,A
245,74,120,A
151,83,105,B
154,88,106,B
158,77,165,C
260,77,101,A
266,76,114,A
293,78,129,A
161,85,117,B
197,84,110,B
294,72,107,A
226,78,101,A
160,89,123,B
197,87,103,B
187,72,168,C
178,77,156,C
184,74,163,C
290,74,123,A
201,80,106,A
223,73,121,A
159,74,162,C
195,74,161,C
167,81,116,B
167,82,116,B
162,80,146,C
160,75,166,C
221,74,133,A
185,82,110,B
170,79,141,C
155,77,163,C
289,78,132,A
192,87,123,B
177,82,124,B
174,71,163,C
185,75,159,C
247,74,101,A
169,84,102,B
170,72,148,C
170,73,160,C
152,75,143,C
186,77,140,C
184,85,120,B
172,74,144,C
273,72,101,A
197,84,104,B
155,87,111,B
184,71,159,C
163,73,165,C
192,72,140,C
248,74,104,A
194,87,128,B
154,83,132,B
183,73,158,C
199,73,168,C
280,74,137,A
161,79,168,C
182,87,138,B
182,84,137,B
187,73,157,C
185,73,158,C
187,70,152,C
158,75,144,C
171,74,146,C
204,76,132,A
252,73,127,A
173,83,139,B
174,80,128,B
151,84,118,B
193,83,113,B
163,71,163,C
252,71,111,A
215,71,100,A
194,80,103,B
182,82,114,B
159,84,102,B
181,70,143,C
170,73,151,C
161,79,157,C
178,70,157,C
214,80,129,A
178,87,132,B
175,90,117,B
163,80,106,B
192,71,169,C
208,79,133,A
250,73,115,A
161,87,126,B
151,88,113,B
165,83,125,B
190,77,158,C
228,71,104,A
213,75,125,A
225,72,134,A
156,89,120,B
197,90,133,B
189,87,119,B
191,80,142,C
177,77,146,C
193,89,109,B
192,89,102,B
196,82,127,B
232,73,134,A
195,80,104,B
167,88,118,B
158,82,117,B
184,70,163,C
178,76,153,C
166,72,165,C
186,72,168,C
261,80,106,A
180,89,138,B
189,86,104,B
157,78,142,C
235,72,103,A
281,74,108,A
219,77,116,A
234,77,125,A
203,75,114,A
166,82,120,B
190,82,100,B
178,86,118,B
198,75,162,C
161,80,147,C
177,78,141,C
249,79,132,A
265,77,137,A
229,72,101,A
263,71,121,A
183,70,162,C
164,85,120,B
179,80,145,C
199,78,149,C
153,71,151,C
163,81,122,B
177,86,121,B
162,71,158,C
167,79,164,C
151,73,162,C
287,79,124,A
260,76,122,A
233,77,139,A
172,72,159,C
190,72,163,C
180,80,124,B
158,70,151,C
151,77,154,C
187,75,143,C
198,88,130,B
174,72,152,C
195,73,147,C
199,70,162,C
198,76,167,C
258,70,117,A
173,80,140,B
183,90,131,B
184,83,106,B
164,81,125,B
189,83,117,B
187,85,123,B
251,71,121,A
260,74,119,A
235,73,124,A
180,85,105,B
152,80,105,B
165,89,120,B
159,75,157,C
177,85,103,B
157,86,121,B
170,74,163,C
175,78,163,C
174,80,166,C
150,78,159,C
176,76,163,C
300,73,124,A
172,82,106,B
181,84,111,B
154,77,161,C
216,71,108,A
196,72,154,C
190,77,149,C
177,76,147,C
270,77,122,A
160,88,137,B
285,70,117,A
194,88,130,B
152,72,161,C
166,71,147,C
205,80,117,A
172,90,113,B
171,90,136,B
165,72,150,C
178,72,144,C
191,72,146,C
255,77,106,A
232,74,114,A
212,78,126,A
173,70,167,C
163,77,146,C
198,86,124,B
175,90,124,B
178,86,117,B
195,78,151,C
186,74,145,C
199,80,169,C
157,70,158,C
153,77,169,C
247,78,116,A
239,70,115,A
243,75,132,A
161,71,168,C
177,72,169,C
193,73,145,C
167,71,150,C
181,71,160,C
262,77,118,A
162,79,149,C
171,70,144,C
165,74,168,C
194,79,166,C
157,77,165,C
180,88,121,B
169,71,167,C
186,74,147,C
179,77,159,C
151,74,149,C
150,78,157,C
163,77,149,C
200,70,145,C
193,89,121,B
178,73,164,C
201,77,122,A
265,74,112,A
262,79,137,A
163,78,145,C
177,74,146,C
160,76,143,C
229,77,140,A
162,79,153,C
193,71,147,C
166,79,150,C
235,70,114,A
178,89,102,B
152,80,160,C
228,73,130,A
198,82,116,B
197,81,118,B
156,83,102,B
196,82,129,B
165,85,100,B
199,79,146,C
152,90,122,B
182,76,148,C
154,77,163,C
166,70,146,C
158,76,161,C
174,87,132,B
173,88,115,B
194,77,149,C
180,79,157,C
227,74,121,A
174,90,140,B
177,89,109,B
159,81,115,B
185,74,155,C
159,75,154,C
293,73,127,A
298,75,111,A
292,77,117,A
274,76,134,A
255,71,106,A
272,80,100,A
177,89,133,B
168,84,101,B
173,80,146,C
196,79,155,C
250,72,139,A
300,74,101,A
157,81,136,B
182,83,107,B
183,70,168,C
243,72,116,A
255,80,128,A
286,80,127,A
291,74,137,A
154,86,107,B
183,75,145,C
176,72,164,C
204,77,122,A
209,76,100,A
273,79,109,A
297,72,132,A
177,90,130,B
194,83,105,B
196,78,153,C
184,74,147,C
151,78,159,C
153,76,145,C
164,75,170,C
237,73,105,A
194,86,114,B
179,73,157,C
300,71,101,A
207,70,124,A
228,74,117,A
222,78,129,A
226,77,113,A
172,87,132,B
241,72,118,A
213,76,137,A
218,78,105,A
157,84,137,B
177,81,100,B
164,81,116,B
155,86,127,B
183,78,152,C
152,77,156,C
278,75,111,A
202,79,128,A
207,70,125,A
167,71,146,C
188,77,144,C
163,81,117,B
155,71,169,C
171,73,146,C
265,72,130,A
162,88,115,B
198,86,103,B
175,89,116,B
179,87,122,B
181,87,125,B
155,90,105,B
150,71,169,C
183,75,157,C
168,79,162,C
183,73,159,C
275,79,139,A
279,75,115,A
150,84,105,B
150,72,170,C
176,70,152,C
239,70,117,A
183,79,163,C
288,77,101,A
176,83,138,B
166,84,121,B
172,89,109,B
188,70,166,C
190,75,149,C
280,79,104,A
213,75,102,A
209,79,108,A
155,89,108,B
177,87,104,B
151,79,154,C
174,79,155,C
168,75,150,C
297,79,130,A
157,79,165,C
158,89,131,B
198,75,158,C
159,78,161,C
183,74,149,C
228,71,105,A
192,86,128,B
180,80,102,B
167,75,147,C
165,72,155,C
205,72,130,A
159,88,132,B
170,75,145,C
150,77,160,C
226,74,113,A
234,73,120,A
160,79,152,C
300,77,121,A
160,84,117,B
164,80,129,B
163,72,163,C
242,77,106,A
189,83,107,B
222,70,106,A
167,85,134,B
175,84,138,B
170,71,156,C
172,79,156,C
156,79,153,C
211,73,101,A
285,80,133,A
165,70,154,C
239,79,127,A
217,70,140,A
200,90,108,B
197,86,103,B
150,88,101,B
162,82,133,B
186,78,150,C
181,70,147,C
245,70,140,A
294,72,115,A
152,72,162,C
207,71,101,A
247,79,139,A
162,82,105,B
175,82,122,B
182,74,144,C
171,76,160,C
191,75,142,C
219,70,103,A
245,78,106,A
177,82,113,B
171,72,151,C
288,72,100,A
230,72,108,A
169,90,106,B
192,83,113,B
196,83,133,B
269,71,119,A
283,70,137,A
269,76,107,A
177,86,132,B
159,84,126,B
157,78,163,C
157,71,162,C
160,70,170,C
151,72,146,C
176,70,163,C
164,71,158,C
255,76,131,A
176,90,131,B
152,87,107,B
168,74,161,C
239,71,137,A
200,82,133,B
155,86,109,B
196,77,141,C
192,78,151,C
159,73,155,C
163,77,140,C
203,76,101,A
230,78,135,A
278,75,117,A
276,77,100,A
203,70,105,A
165,84,110,B
196,79,157,C
181,74,165,C
188,74,148,C
286,70,114,A
233,78,113,A
161,85,129,B
192,84,128,B
169,83,134,B
176,89,125,B
158,81,122,B
177,79,162,C
177,75,166,C
234,75,132,A
164,83,123,B
198,81,138,B
177,76,146,C
155,80,140,C
158,86,133,B
189,79,153,C
195,75,164,C
150,73,146,C
248,72,128,A
281,73,132,A
293,76,135,A
295,71,139,A
207,79,134,A
154,72,160,C
216,73,101,A
235,80,126,A
268,79,100,A
187,86,112,B
191,87,128,B
191,70,162,C
170,72,156,C
181,79,161,C
170,83,107,B
171,86,140,B
175,85,138,B
194,78,145,C
163,79,167,C
180,72,146,C
172,78,148,C
164,81,138,B
239,75,100,A
246,71,103,A
243,76,137,A
151,80,130,B
200,70,142,C
176,78,151,C
171,81,118,B
166,82,113,B
174,82,125,B
160,78,168,C
153,90,112,B
181,70,164,C
281,75,110,A
227,80,139,A
179,84,130,B
157,83,110,B
155,73,160,C
182,82,109,B
184,70,149,C
185,90,126,B
193,84,111,B
195,72,168,C
179,70,160,C
195,89,120,B
156,87,134,B
170,72,149,C
190,79,163,C
150,72,151,C
200,79,166,C
265,77,118,A
188,85,140,B
158,87,127,B
187,77,165,C
153,75,153,C
208,74,125,A
244,70,135,A
153,81,131,B
154,76,166,C
164,80,157,C
200,71,114,A
290,72,106,A
226,72,112,A
162,85,140,B
199,84,117,B
197,82,104,B
174,79,150,C
169,73,169,C
188,73,159,C
281,70,132,A
225,73,136,A
158,88,140,B
190,83,107,B
167,82,131,B
152,72,147,C
151,77,166,C
163,75,161,C
234,70,101,A
297,77,107,A
234,76,108,A
190,77,157,C
173,75,170,C
289,72,106,A
204,74,112,A
210,72,118,A
264,78,140,A
171,81,123,B
166,76,148,C
180,74,142,C
157,72,165,C
151,80,147,C
166,75,163,C
249,75,119,A
198,80,121,B
192,88,126,B
196,89,131,B
165,80,127,B
190,80,113,B
176,75,157,C
166,71,157,C
187,75,153,C
198,79,158,C
211,74,139,A
152,73,153,C
170,80,169,C
167,75,163,C
237,75,121,A
150,71,168,C
297,73,136,A
240,78,126,A
233,77,126,A
213,72,112,A
200,78,103,A
240,73,133,A
188,86,102,B
178,80,140,C
198,71,140,C
241,77,134,A
150,89,126,B
167,80,167,C
160,70,148,C
175,82,129,B
150,83,104,B
175,79,144,C
193,71,166,C
267,78,135,A
157,84,138,B
181,85,103,B
172,72,140,C
180,75,150,C
153,79,153,C
182,74,165,C
192,81,116,B
190,85,102,B
166,79,155,C
185,77,152,C
189,80,112,B
287,72,124,A
182,74,169,C
172,78,168,C
282,71,139,A
283,75,116,A
248,79,121,A
219,70,109,A
187,87,121,B
162,85,111,B
165,87,103,B
183,90,140,B
161,78,168,C
191,73,149,C
168,75,144,C
167,73,154,C
155,74,145,C
200,73,122,A
169,90,110,B
189,88,133,B
186,90,121,B
150,89,102,B
171,80,164,C
174,70,146,C
159,79,155,C
187,84,108,B
170,79,164,C
191,70,143,C
257,70,124,A
153,85,136,B
175,90,120,B
178,84,131,B
161,74,156,C
172,72,160,C
233,71,136,A
250,75,140,A
170,83,124,B
192,85,121,B
188,81,126,B
158,85,130,B
194,73,154,C
174,80,164,C
228,72,112,A
251,71,115,A
212,79,124,A
172,84,120,B
184,86,100,B
199,73,161,C
196,80,156,C
184,79,170,C
183,78,168,C
229,71,114,A
267,80,103,A
180,86,115,B
208,71,131,A
198,90,126,B
160,87,101,B
192,84,129,B
185,86,128,B
163,71,154,C
178,72,160,C
162,76,170,C
212,78,136,A
275,70,130,A
265,74,130,A
161,82,113,B
156,71,142,C
204,79,134,A
289,78,109,A
169,83,118,B
167,78,144,C
156,77,165,C
161,79,156,C
294,79,120,A
223,75,101,A
192,80,154,C
195,71,147,C
218,72,125,A
300,80,124,A
218,73,118,A
164,84,118,B
168,73,162,C
165,77,141,C
161,78,153,C
152,73,168,C
163,79,156,C
160,74,169,C
273,70,127,A
249,74,103,A
171,89,116,B
192,86,135,B
177,86,129,B
187,77,151,C
173,80,154,C
297,73,140,A
214,80,110,A
224,72,135,A
153,73,165,C
214,79,122,A
194,82,129,B
187,74,147,C
257,80,113,A
282,79,104,A
281,79,124,A
173,82,119,B
183,78,152,C
192,70,164,C
200,83,100,B
200,75,164,C
194,76,151,C
158,77,167,C
179,74,157,C
270,77,111,A
173,83,113,B
177,89,109,B
164,70,143,C
155,78,168,C
178,72,140,C
201,73,120,A
150,90,140,B
150,82,140,B
177,84,128,B
203,77,109,A
193,90,103,B
186,74,152,C
166,77,150,C
187,75,155,C
157,79,142,C
167,85,138,B
183,80,115,B
196,81,124,B
166,85,106,B
189,76,160,C
167,80,165,C
159,77,161,C
199,73,147,C
259,73,120,A
252,73,131,A
186,89,128,B
197,80,126,B
194,76,142,C
183,79,150,C
196,71,156,C
223,76,138,A
225,78,110,A
179,87,100,B
192,78,144,C
234,71,133,A
168,80,114,B
183,76,164,C
263,77,135,A
240,77,127,A
171,81,131,B
182,81,118,B
192,84,109,B
169,79,149,C
248,77,106,A
285,70,116,A
215,79,114,A
173,87,116,B
189,85,136,B
187,86,104,B
166,79,162,C
166,76,144,C
170,87,109,B
156,84,118,B
156,74,169,C
168,80,163,C
168,72,148,C
197,80,165,C
175,88,105,B
194,85,106,B
192,80,143,C
284,72,110,A
161,84,126,B
164,71,142,C
279,80,133,A
242,72,138,A
174,80,169,C
176,75,163,C
193,73,140,C
162,90,136,B
187,87,137,B
191,83,124,B
245,70,137,A
161,90,121,B
172,75,158,C
163,78,148,C
152,80,161,C
151,71,163,C
161,74,143,C
272,74,111,A
198,90,110,B
152,79,170,C
194,78,167,C
167,74,150,C
245,73,123,A
235,70,102,A
260,74,123,A
152,85,107,B
152,82,131,B
238,72,140,A
286,77,136,A
154,78,153,C
190,74,150,C
172,80,152,C
193,72,149,C
157,75,169,C
199,87,134,B
155,90,103,B
184,72,166,C
158,74,161,C
226,72,139,A
263,79,122,A
299,76,127,A
161,80,107,B
159,85,115,B
170,74,146,C
165,84,118,B
182,87,110,B
162,76,147,C
166,74,148,C
176,84,139,B
187,76,154,C
156,72,168,C
196,80,162,C
180,70,143,C
228,73,116,A
281,79,138,A
270,76,108,A
177,90,139,B
179,81,104,B
193,89,116,B
165,73,141,C
283,79,129,A
242,74,105,A
191,80,101,B
167,78,142,C
187,79,145,C
293,74,106,A
159,81,138,B
178,90,121,B
180,78,169,C
173,74,146,C
189,71,155,C
157,79,144,C
282,73,112,A
154,82,130,B
181,71,141,C
182,77,151,C
255,76,133,A
222,73,113,A
203,70,104,A
158,82,119,B
177,84,131,B
162,76,166,C
193,71,164,C
164,80,170,C
186,81,140,B
158,73,151,C
185,71,161,C
231,79,112,A
158,84,135,B
151,84,134,B
166,84,105,B
172,79,158,C
184,79,154,C
295,80,138,A
252,71,123,A
191,87,130,B
196,86,136,B
240,76,127,A
257,78,106,A
167,82,126,B
199,83,121,B
152,84,119,B
155,73,152,C
174,77,151,C
246,75,102,A
151,74,158,C
231,73,101,A
156,71,151,C
200,71,142,C
226,70,140,A
203,80,132,A
270,76,138,A
156,87,135,B
170,75,151,C
273,75,108,A
263,72,125,A
195,86,106,B
190,88,126,B
150,90,140,B
175,90,133,B
177,71,155,C
177,78,151,C
219,75,132,A
175,90,100,B
228,76,138,A
194,90,112,B
194,77,161,C
166,80,151,C
177,76,153,C
278,74,125,A
195,87,136,B
172,74,154,C
197,70,170,C
229,78,103,A
165,86,105,B
280,77,139,A
179,80,140,B
179,72,170,C
150,75,163,C
157,76,149,C
160,73,157,C
177,76,166,C
200,76,145,C
197,79,166,C
211,80,126,A
186,89,107,B
198,79,147,C
299,71,117,A
204,76,119,A
150,74,159,C
184,80,151,C
185,77,145,C
221,72,137,A
200,72,107,A
197,78,154,C
274,76,131,A
173,88,134,B
154,83,103,B
153,82,124,B
199,73,150,C
170,75,141,C
300,79,121,A
200,86,104,B
172,80,109,B
205,80,120,A
285,79,106,A
154,82,131,B
162,90,132,B
153,86,106,B
199,80,159,C
182,80,169,C
167,80,158,C
262,75,101,A
168,79,160,C
156,76,151,C
224,74,137,A
295,72,113,A
180,84,103,B
193,72,168,C
152,74,159,C
156,75,147,C
200,79,162,C
173,78,152,C
239,75,126,A
171,90,103,B
200,74,145,C
178,74,140,C
151,75,153,C
196,76,154,C
217,72,131,A
189,81,104,B
162,76,150,C
177,75,163,C
174,86,114,B
175,75,140,C
166,70,155,C
226,75,125,A
235,74,125,A
170,81,101,B
167,74,150,C
246,79,100,A
238,77,117,A
189,84,127,B
162,80,110,B
179,72,159,C
187,77,168,C
155,82,140,B
152,90,115,B
187,81,130,B
194,78,158,C
170,74,143,C
161,80,160,C
169,79,155,C
172,78,147,C
289,80,137,A
223,71,118,A
275,79,127,A
163,86,131,B
169,74,154,C
171,80,148,C
164,74,153,C
170,80,161,C
163,70,142,C
163,80,127,B
150,72,167,C
173,72,155,C
289,77,122,A
300,70,117,A
177,90,103,B
159,70,154,C
200,79,121,A
242,71,102,A
188,80,118,B
158,89,108,B
183,83,109,B
179,77,147,C
248,74,114,A
286,72,115,A
285,72,127,A
162,89,140,B
162,85,132,B
183,86,133,B
152,76,166,C
186,79,144,C
173,78,164,C
262,75,126,A
245,70,139,A
238,75,100,A
246,76,103,A
151,81,132,B
196,72,157,C
180,71,167,C
207,70,137,A
220,70,114,A
151,75,142,C
184,73,140,C
294,73,126,A
245,80,135,A
190,81,129,B
176,80,169,C
152,78,160,C
198,73,154,C
262,79,132,A
184,88,123,B
163,71,151,C
181,71,142,C
260,79,103,A
241,70,119,A
160,90,126,B
184,89,134,B
153,74,170,C
186,85,111,B
223,75,130,A
194,81,113,B
152,82,136,B
189,83,117,B
176,70,168,C
177,75,149,C
276,80,132,A
202,79,132,A
172,84,110,B
155,76,151,C
169,72,165,C
198,77,152,C
287,76,134,A
152,85,135,B
173,90,126,B
169,72,156,C
182,75,151,C
268,70,133,A
181,80,149,C
150,74,158,C
207,75,100,A
158,80,117,B
157,82,112,B
161,84,140,B
183,83,121,B
151,78,151,C
177,74,156,C
247,74,126,A
215,73,105,A
264,76,127,A
156,83,117,B
200,90,121,B
167,81,127,B
194,80,163,C
198,78,152,C
199,75,151,C
285,78,133,A
287,71,111,A
178,85,131,B
159,78,155,C
157,73,142,C
199,78,140,C
172,70,152,C
183,77,163,C
170,81,132,B
162,86,139,B
196,89,133,B
184,90,128,B
165,77,143,C
152,79,155,C
196,73,149,C
190,78,144,C
213,77,104,A
174,80,116,B
190,89,118,B
182,78,155,C
225,74,111,A
259,79,102,A
178,82,100,B
195,80,129,B
152,90,117,B
186,72,141,C
300,71,138,A
169,81,124,B
158,84,101,B
152,78,156,C
271,72,136,A
